time_stamp,asset_id,id,train_test,status_type_id,sensor_0_avg,sensor_1_avg,sensor_2_avg,wind_speed_3_avg,wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,sensor_5_avg,sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52_avg,sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
2021-08-03 07:50:00,0,10,train,0,22.0,119.8,-53.7,1.6,1.6,5.0,0.5,0.3,24.0,24.2,23.9,0.0,31.0,35.0,33.0,35.0,33.0,37.0,40.0,31.0,29.0,34.0,33.0,33.0,85.8,96.9,74.7,4.6,26.0,31.0,33.0,0.9,6.4,5.4,7.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035609756097560977,-0.003024390243902439,-0.012926829268292682,0.0016097560975609755,-0.0014146341463414634,-2.3,-16.7,2.5,400.4,399.8,396.1,32.0,32.0,34.0,55.0,63.0,81.0,40.0,173.5,29.0,-1221.0,0.0,0.0,-486.0,0.0,0.0,-1221.0,-486.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:00:00,0,11,train,0,21.0,132.4,-41.1,1.7000000000000002,1.7000000000000002,6.2,0.4,0.4,24.0,24.2,21.6,0.1,31.0,35.0,33.0,35.0,33.0,37.0,40.0,31.0,29.0,33.0,33.0,33.0,55.7,109.7,0.0,41.4,26.0,31.0,33.0,0.9,6.1,5.3,7.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035609756097560977,-0.003024390243902439,-0.012682926829268294,0.0019024390243902439,-0.0015121951219512196,-2.3,-20.6,2.9,400.5,400.0,396.3,32.0,32.0,34.0,54.0,63.0,81.0,40.0,173.5,29.0,-1219.0,0.0,0.0,-520.0,0.0,0.0,-1219.0,-520.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:10:00,0,12,train,5,21.0,124.8,-48.7,2.0,2.0,6.7,0.4,0.5,24.0,24.1,24.0,0.0,32.0,35.0,32.0,35.0,33.0,37.0,40.0,31.0,29.0,33.0,33.0,33.0,43.5,140.7,0.0,57.2,26.0,30.0,33.0,0.9,6.3,5.6,7.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035609756097560977,-0.003024390243902439,-0.012878048780487804,0.0017560975609756098,-0.0014634146341463415,-2.2,-18.1,2.7,399.6,399.2,395.6,32.0,32.0,34.0,54.0,63.0,81.0,40.0,173.5,29.0,-1213.0,0.0,0.0,-485.0,0.0,0.0,-1213.0,-485.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:20:00,0,13,train,0,21.0,171.8,-1.7000000000000002,1.9,1.9,3.3,0.7000000000000001,0.2,24.0,24.1,24.0,0.0,31.0,35.0,32.0,35.0,32.0,37.0,40.0,31.0,29.0,33.0,33.0,33.0,137.6,154.1,120.5,9.1,26.0,30.0,33.0,0.9,6.4,6.1,8.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038048780487804877,-0.003024390243902439,-0.013268292682926829,0.0016097560975609755,-0.0015609756097560976,-2.3,-18.2,2.4,399.8,399.6,396.1,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1303.0,0.0,0.0,-531.0,0.0,0.0,-1303.0,-531.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:30:00,0,14,train,0,22.0,152.9,-20.5,1.9,1.9,4.0,0.6000000000000001,0.3,24.0,24.1,21.2,0.1,31.0,35.0,32.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,33.0,134.8,145.9,122.2,5.4,27.0,30.0,33.0,0.9,6.8,5.8,8.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003658536585365854,-0.0031219512195121953,-0.012878048780487804,0.0017560975609756098,-0.0017073170731707317,-2.8,-19.6,2.7,397.7,397.6,394.0,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1243.0,0.0,0.0,-585.0,0.0,0.0,-1243.0,-585.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:40:00,0,15,train,0,22.0,130.0,-43.4,1.7000000000000002,1.7000000000000002,3.6,0.4,0.4,24.0,24.1,24.0,0.0,31.0,35.0,32.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,33.0,119.6,155.3,68.6,24.8,26.0,30.0,32.0,0.9,6.5,5.8,8.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036097560975609758,-0.003024390243902439,-0.012975609756097562,0.0018048780487804879,-0.0016097560975609755,-2.1,-21.0,2.7,398.9,398.6,395.1,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1227.0,0.0,0.0,-550.0,0.0,0.0,-1227.0,-550.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 08:50:00,0,16,train,0,22.0,195.6,22.1,1.8,1.8,4.0,0.4,0.3,24.0,24.1,24.0,0.0,31.0,35.0,32.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,33.0,128.9,149.5,99.3,11.8,27.0,30.0,32.0,0.9,6.7,6.0,8.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00375609756097561,-0.0031707317073170734,-0.013073170731707318,0.0016097560975609755,-0.0017073170731707317,-2.8,-19.6,2.4,399.2,399.0,395.2,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1286.0,0.0,0.0,-584.0,0.0,0.0,-1286.0,-584.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 09:00:00,0,17,train,0,22.0,189.3,15.8,1.7000000000000002,1.7000000000000002,3.5,0.4,0.3,24.0,24.0,20.8,0.1,31.0,35.0,32.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,33.0,117.8,152.0,73.7,22.3,26.0,30.0,32.0,0.9,6.5,5.9,8.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003658536585365854,-0.003024390243902439,-0.013170731707317073,0.0018048780487804879,-0.0016097560975609755,-2.3,-21.5,2.7,400.7,400.8,397.0,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1260.0,0.0,0.0,-555.0,0.0,0.0,-1260.0,-555.0,0.0,0.0,0.0,0.0,25.0
2021-08-03 09:10:00,0,18,train,0,22.0,178.2,4.7,1.8,1.8,4.3,0.4,0.4,24.0,24.1,24.0,0.0,31.0,34.0,31.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,33.0,116.6,144.5,85.8,16.3,26.0,30.0,32.0,0.9,6.2,5.7,7.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035609756097560977,-0.003024390243902439,-0.012926829268292682,0.0018536585365853658,-0.0014146341463414634,-2.1,-17.8,2.9,397.7,397.7,393.9,32.0,32.0,34.0,54.0,62.0,81.0,40.0,173.5,29.0,-1212.0,0.0,0.0,-491.0,0.0,0.0,-1212.0,-491.0,0.0,0.0,0.0,0.0,26.0
2021-08-03 09:20:00,0,19,train,0,22.0,225.1,51.6,1.6,1.6,4.9,0.4,0.4,24.0,24.1,23.9,0.0,31.0,34.0,31.0,35.0,32.0,37.0,40.0,30.0,29.0,33.0,33.0,32.0,78.0,126.3,9.9,26.7,26.0,30.0,32.0,0.9,5.9,5.5,7.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034634146341463415,-0.003024390243902439,-0.012390243902439023,0.0016585365853658536,-0.0014146341463414634,-2.2,-19.7,2.6,400.4,400.5,396.7,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.5,29.0,-1178.0,0.0,0.0,-492.0,0.0,0.0,-1178.0,-492.0,0.0,0.0,0.0,0.0,26.0
2021-08-03 09:30:00,0,20,train,0,22.0,255.1,81.6,1.5,1.5,3.8,0.4,0.3,24.0,24.1,20.6,0.1,31.0,34.0,31.0,35.0,32.0,37.0,39.0,30.0,29.0,33.0,33.0,32.0,0.1,8.7,0.0,1.0,26.0,30.0,32.0,0.9,6.2,6.1,8.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00375609756097561,-0.003024390243902439,-0.013073170731707318,0.0017560975609756098,-0.0014634146341463415,-2.2,-17.5,2.6,400.0,399.8,396.4,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.5,29.0,-1287.0,0.0,0.0,-499.0,0.0,0.0,-1287.0,-499.0,0.0,0.0,0.0,0.0,26.0
2021-08-03 09:40:00,0,21,train,0,22.0,231.1,57.7,1.6,1.6,4.2,0.4,0.4,24.0,24.1,24.0,0.0,31.0,34.0,31.0,35.0,32.0,37.0,38.0,30.0,29.0,33.0,33.0,32.0,0.0,0.0,0.0,0.0,26.0,30.0,32.0,0.9,6.1,5.4,7.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035121951219512196,-0.002975609756097561,-0.012634146341463414,0.0017073170731707317,-0.0014146341463414634,-2.2,-18.1,2.5,398.0,397.9,394.4,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.5,29.0,-1199.0,0.0,0.0,-485.0,0.0,0.0,-1199.0,-485.0,0.0,0.0,0.0,0.0,26.0
2021-08-03 09:50:00,0,22,train,0,22.0,207.2,33.8,1.9,1.9,6.9,0.4,0.7000000000000001,24.0,24.1,24.0,0.0,31.0,34.0,31.0,35.0,32.0,37.0,38.0,30.0,28.0,33.0,33.0,32.0,0.0,0.0,0.0,0.0,26.0,30.0,32.0,0.9,6.1,5.5,7.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878048780487805e-05,0.00951219512195122,0.0,0.0005365853658536586,-0.0035121951219512196,-0.003024390243902439,-0.012682926829268294,0.0017560975609756098,-0.0014146341463414634,-2.2,-20.2,2.7,398.7,398.6,395.5,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.5,29.0,-1197.0,0.0,0.0,-486.0,0.0,0.0,-1197.0,-486.0,0.0,0.0,0.0,0.0,26.0
2021-08-03 10:00:00,0,23,train,5,23.0,228.3,54.8,2.2,2.2,5.3,0.4,0.6000000000000001,24.0,24.1,20.7,0.1,31.0,34.0,31.0,35.0,32.0,36.0,38.0,30.0,28.0,33.0,32.0,32.0,0.1,6.1,0.0,0.9,26.0,30.0,32.0,1.0,3.0,4.2,5.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010731707317073172,0.025560975609756096,0.0,0.004048780487804878,-0.0021463414634146343,-0.0014146341463414634,-0.011463414634146341,0.0017560975609756098,-0.00024390243902439024,0.4,-17.1,2.7,399.0,398.7,395.6,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.5,29.0,-725.0,0.0,0.0,-71.0,0.0,0.0,-725.0,-71.0,0.0,0.0,0.0,0.0,27.0
2021-08-03 10:10:00,0,24,train,5,23.0,236.6,62.9,3.0,3.0,5.7,0.8,0.6000000000000001,24.0,24.1,24.0,0.0,32.0,34.0,31.0,35.0,33.0,37.0,39.0,30.0,28.0,32.0,32.0,32.0,184.8,280.5,0.0,91.7,28.0,30.0,33.0,0.8,7.6,6.5,8.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007902439024390244,0.039121951219512195,0.0,0.00873170731707317,-0.003073170731707317,-0.0015609756097560976,-0.013219512195121953,0.001951219512195122,-0.002926829268292683,0.3,-25.7,5.4,399.3,399.0,395.9,32.0,32.0,34.0,54.0,62.0,81.0,39.0,173.6,30.0,-1072.0,0.0,0.0,-1012.0,0.0,0.0,-1072.0,-1012.0,1.6,2.5,0.0,0.9,27.0
2021-08-03 10:20:00,0,25,train,5,23.0,273.8,-5.9,3.0,3.0,6.2,0.9,0.8,25.5,89.9,-2.3,29.7,32.0,34.0,31.0,35.0,33.0,39.0,39.0,30.0,29.0,33.0,32.0,32.0,608.8,1357.6,0.0,519.7,29.0,30.0,33.0,0.8,16.2,15.0,17.8,50.0,0.003658536585365854,0.2865853658536585,0.0,0.02804878048780488,-0.003658536585365854,0.0,-0.2865853658536585,0.02804878048780488,0.011170731707317073,0.06834146341463414,0.0,0.016878048780487806,-0.002780487804878049,0.05751219512195122,-0.024292682926829266,0.007414634146341463,0.002926829268292683,580.0,-22.4,60.8,400.0,399.7,397.0,33.0,33.0,35.0,54.0,62.0,80.0,39.0,279.7,30.0,-983.0,51.0,0.0,-375.0,1468.0,0.0,-932.0,1094.0,5.4,12.0,0.0,4.6,27.0
2021-08-03 10:30:00,0,26,train,5,24.0,257.1,-28.5,3.1,3.1,5.9,0.5,0.7000000000000001,39.3,89.9,23.1,27.4,33.0,34.0,32.0,35.0,34.0,39.0,40.0,31.0,29.0,33.0,33.0,32.0,192.7,299.3,0.0,112.7,30.0,30.0,34.0,0.7000000000000001,9.1,7.4,9.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013902439024390244,0.041756097560975605,0.0,0.010878048780487806,-0.003219512195121951,-0.0014146341463414634,-0.012878048780487804,0.0022926829268292686,-0.003658536585365854,0.3,-22.2,5.1,400.0,399.7,397.0,33.0,33.0,35.0,54.0,62.0,80.0,41.0,285.6,30.0,-1100.0,0.0,0.0,-1250.0,0.0,0.0,-1100.0,-1250.0,1.7000000000000002,2.6,0.0,1.0,27.0
2021-08-03 10:40:00,0,27,train,5,25.0,284.2,47.3,3.3,3.4,7.6,0.5,0.8,18.1,24.1,-2.2,10.2,33.0,35.0,32.0,35.0,34.0,39.0,40.0,31.0,29.0,33.0,33.0,32.0,482.8,1388.5,187.9,411.4,31.0,31.0,34.0,0.8,25.0,26.8,27.9,50.0,0.015317073170731707,0.4271219512195122,0.0,0.05321951219512195,-0.015317073170731707,0.0,-0.4271219512195122,0.05321951219512195,0.016829268292682928,0.12263414634146341,0.0,0.02048780487804878,0.0007317073170731707,0.0861951219512195,-0.01653658536585366,0.012146341463414633,0.004097560975609756,867.4,-153.6,105.7,399.4,399.0,396.3,34.0,34.0,36.0,54.0,62.0,81.0,41.0,237.0,31.0,-790.0,1023.0,0.0,-272.0,1764.0,0.0,232.0,1492.0,4.2,12.3,1.7000000000000002,3.6,27.0
2021-08-03 10:50:00,0,28,train,5,25.0,261.1,0.4,3.4,3.3,5.7,0.5,0.7000000000000001,10.4,51.2,-0.7000000000000001,12.7,33.0,35.0,36.0,36.0,37.0,43.0,41.0,32.0,30.0,35.0,35.0,35.0,876.0,1260.9,146.5,487.1,31.0,31.0,37.0,0.6000000000000001,40.8,43.1,41.0,50.0,0.02673170731707317,0.18482926829268292,0.0,0.04936585365853659,-0.02673170731707317,0.0,-0.18482926829268292,0.04936585365853659,0.013951219512195122,0.07039024390243903,0.0,0.013560975609756097,0.002682926829268293,0.03746341463414634,-0.011560975609756097,0.011804878048780488,-0.014146341463414635,299.0,-312.1,73.2,397.0,396.2,393.8,37.0,37.0,39.0,54.0,62.0,81.0,42.0,260.7,31.0,-723.0,1649.0,0.0,-966.0,-3989.0,0.0,926.0,-4955.0,7.7,11.2,0.0,4.4,28.0
2021-08-03 11:00:00,0,29,train,5,25.0,260.7,6.7,2.8,2.8,6.7,0.4,0.8,24.0,24.1,24.0,0.0,33.0,35.0,37.0,35.0,37.0,42.0,41.0,33.0,31.0,36.0,36.0,35.0,235.5,302.3,139.7,41.6,32.0,32.0,36.0,0.5,10.8,8.7,11.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006487804878048781,0.03931707317073171,0.0,0.009609756097560975,-0.0032682926829268296,-0.0025853658536585367,-0.013121951219512195,0.0016585365853658536,-0.004878048780487805,-8.4,-22.4,3.4,397.5,397.3,394.6,36.0,36.0,38.0,54.0,62.0,81.0,43.0,254.1,32.0,-1109.0,0.0,0.0,-1657.0,0.0,0.0,-1109.0,-1657.0,2.0,2.6,0.0,0.6000000000000001,28.0
2021-08-03 11:10:00,0,30,train,5,25.0,307.8,57.2,2.9,2.9,6.6,0.7000000000000001,0.8,12.6,24.1,-2.3,11.7,33.0,35.0,37.0,36.0,36.0,42.0,40.0,33.0,31.0,35.0,35.0,35.0,638.0,1299.7,169.8,442.5,32.0,33.0,36.0,0.5,10.4,9.2,11.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009902439024390244,0.05551219512195122,0.0,0.013317073170731707,-0.0032682926829268296,-0.0025853658536585367,-0.011463414634146341,0.0018536585365853658,-0.003073170731707317,14.9,-18.3,8.1,399.0,399.0,396.0,36.0,35.0,37.0,55.0,62.0,81.0,44.0,250.6,32.0,-1118.0,0.0,0.0,-1056.0,0.0,0.0,-1118.0,-1056.0,5.6,11.5,1.5,3.9,28.0
